Date;Type of cash flow;Currency;Quantity / Amount;ISIN;Position;Cash flow type;Month;Identification number;Portfolio instrument number;Evaluation date;Portfolio number;Value pre-tax in trade currency;Value pre-tax in evaluation currency;Value after tax in trade currency
15.09.2021;Coupon;USD;675000;US552953BX80;7 3/4 % MGM Resorts Intl 12-15.03.2022;Bonds;9;18.207832.000.0;10000.370000000001-18.207832.000.0;31.08.2021;10000.37;26156.25;26156.25;26156.25
15.09.2021;Coupon;USD;500000;US85172FAN96;7 1/8% Springleaf Finance 18-15.03.2026;Bonds;9;41.758539.000.0;10000.370000000001-41.758539.000.0;31.08.2021;10000.37;17812.5;17812.5;17812.5
15.09.2021;Coupon;USD;825000;US505742AF38;5 1/4% Ladder Capital Fin 17-15.03.2022;Bonds;9;35.936578.000.0;10000.370000000001-35.936578.000.0;31.08.2021;10000.37;21656.25;21656.25;21656.25
16.09.2021;Coupon;USD;3000000;USN82008AR98;2.70% Siemens Fin 17-16.03.2022;Bonds;9;35.991917.000.0;10000.049999999999-35.991917.000.0;31.08.2021;10000.05;40500;40500;40500
16.09.2021;Coupon;USD;1500000;US67066GAE44;3.20% Nvidia 16-16.09.2026;Bonds;9;33.961053.000.0;10000.049999999999-33.961053.000.0;31.08.2021;10000.05;24000;24000;24000
22.09.2021;Coupon;USD;625000;US698299BD54;4 % Panama 14-22.09.2024;Bonds;9;25.473995.000.0;10000.370000000001-25.473995.000.0;31.08.2021;10000.37;12500;12500;12500
23.09.2021;Coupon;USD;775000;XS1028943089;5 % Export Cr Bk Turkey 14-23.09.2021;Bonds;9;25.486992.000.0;10000.370000000001-25.486992.000.0;31.08.2021;10000.37;19375;19375;19375
23.09.2021;Redemption;USD;775000;XS1028943089;5 % Export Cr Bk Turkey 14-23.09.2021;Bonds;9;25.486992.000.0;10000.370000000001-25.486992.000.0;31.08.2021;10000.37;775000;775000;775000
24.09.2021;Coupon;USD;1500000;US254687FN19;3.35% Walt Disney 20-24.03.2025;Bonds;9;53.629993.000.0;10000.049999999999-53.629993.000.0;31.08.2021;10000.05;25125;25125;25125
25.09.2021;Coupon;USD;1500000;US883556CF73;4.133% Thermo Fisher Scien 20-25.03.2025;Bonds;9;53.731163.000.0;10000.049999999999-53.731163.000.0;31.08.2021;10000.05;30997.5;30997.5;30997.5
26.09.2021;Coupon;USD;1000000;US70450YAB92;2.20% PayPal Holdings Inc 19-26.09.2022;Bonds;9;50.164130.000.0;10000.049999999999-50.164130.000.0;31.08.2021;10000.05;11000;11000;11000
29.09.2021;Coupon;USD;1000000;US056752AK40;3 7/8% Baidu 18-29.09.2023;Bonds;9;41.060745.000.0;10000.049999999999-41.060745.000.0;31.08.2021;10000.05;19375;19375;19375
30.09.2021;Dividend;USD;14750;US7134481081;Pepsico;Other positions;9;  .961618.000.0;10000.07-  .961618.000.0;31.08.2021;10000.07;15856.25;15856.25;11099.375
30.09.2021;Coupon;USD;200000;US698299AD63;8 7/8% Panama 1997-30.09.2027;Bonds;9;  .716786.000.0;10000.370000000001-  .716786.000.0;31.08.2021;10000.37;8875;8875;8875
01.10.2021;Coupon;USD;3000000;US911312BK14;2 1/2% United Parcel Service 17-01.04.2023;Bonds;10;39.103879.000.0;10000.049999999999-39.103879.000.0;31.08.2021;10000.05;37500;37500;37500
01.10.2021;Dividend;USD;3700;US6541061031;Nike B;Other positions;10;  .957150.000.0;10000.07-  .957150.000.0;31.08.2021;10000.07;1017.5;1017.5;712.25
01.10.2021;Coupon;USD;750000;US26884LAF67;3.90% EQT 17-01.10.2027;Bonds;10;38.488193.000.0;10000.370000000001-38.488193.000.0;31.08.2021;10000.37;14625;14625;14625
01.10.2021;Coupon;USD;800000;US345370BY59;6 5/8% Ford Motor 98-01.10.2028;Bonds;10;  .957543.000.0;10000.370000000001-  .957543.000.0;31.08.2021;10000.37;26500;26500;26500
01.10.2021;Coupon;USD;1000000;US42824CBF59;4.65% HP Enterprise 20-01.10.2024;Bonds;10;54.037317.000.0;10000.049999999999-54.037317.000.0;31.08.2021;10000.05;23250;23250;23250
01.10.2021;Dividend;USD;37296;US1912161007;Coca Cola;Other positions;10;  .919390.000.0;10000.07-  .919390.000.0;31.08.2021;10000.07;15664.32;15664.32;10965.024
02.10.2021;Coupon;USD;3000000;US37045VAE02;4 7/8% General Motors 14-02.10.2023;Bonds;10;24.730252.000.0;10000.049999999999-24.730252.000.0;31.08.2021;10000.05;73125;73125;73125
05.10.2021;Coupon;USD;625000;XS0764220017;5.70% RZD Russian Railways 12-05.04.2022;Bonds;10;18.329887.000.0;10000.370000000001-18.329887.000.0;31.08.2021;10000.37;17812.5;17812.5;17812.5
07.10.2021;Coupon;USD;1000000;USQ8940FAA23;3 1/8% Telstra 15-07.04.2025;Bonds;10;27.755100.000.0;10000.049999999999-27.755100.000.0;31.08.2021;10000.05;15625;15625;15625
08.10.2021;Coupon;USD;1750000;USU07264AG68;3 3/8% Bayer US Finance 14-08.10.2024;Bonds;10;25.619355.000.0;10000.049999999999-25.619355.000.0;31.08.2021;10000.05;29531.25;29531.25;29531.25
08.10.2021;Coupon;USD;700000;XS1974522853;6 1/2% Country Garden 19-08.04.2024;Bonds;10;47.191060.000.0;10000.370000000001-47.191060.000.0;31.08.2021;10000.37;22750;22750;22750
13.10.2021;Coupon;USD;675000;XS1501659384;FRN Third Pakistan Islam 16-13.10.2021;Floating Rate Notes;10;34.215977.000.0;10000.370000000001-34.215977.000.0;31.08.2021;10000.37;18562.5;18562.5;18562.5
13.10.2021;Redemption;USD;675000;XS1501659384;FRN Third Pakistan Islam 16-13.10.2021;Floating Rate Notes;10;34.215977.000.0;10000.370000000001-34.215977.000.0;31.08.2021;10000.37;675000;675000;675000
13.10.2021;Coupon;USD;650000;XS1586341981;5 1/4% JSW Steel 17-13.04.2022;Bonds;10;36.372238.000.0;10000.370000000001-36.372238.000.0;31.08.2021;10000.37;17062.5;17062.5;17062.5
14.10.2021;Dividend;USD;36265;US6092071058;Mondelez International;Other positions;10;19.549948.000.0;10000.07-19.549948.000.0;31.08.2021;10000.07;11423.48;11423.48;7996.436
15.10.2021;Coupon;USD;1500000;US42824CAN92;4.40% HP Enterprise 16-15.10.2022;Bonds;10;34.601976.000.0;10000.049999999999-34.601976.000.0;31.08.2021;10000.05;33000;33000;33000
15.10.2021;Coupon;USD;1000000;US23355LAC00;4 1/4% DXC Technology 17-15.04.2024;Bonds;10;37.288835.000.0;10000.049999999999-37.288835.000.0;31.08.2021;10000.05;21250;21250;21250
15.10.2021;Dividend;USD;890;US8835561023;Thermo Fisher Scientific;Other positions;10;  .977576.000.0;10000.07-  .977576.000.0;31.08.2021;10000.07;231.4;231.4;161.98
15.10.2021;Coupon;USD;700000;US126307AQ03;5 1/2% CSC Holdings 16-15.04.2027 144A;Bonds;10;33.923459.000.0;10000.370000000001-33.923459.000.0;31.08.2021;10000.37;19250;19250;19250
15.10.2021;Coupon;USD;775000;US64110LAL09;5 7/8 % Netflix 16-15.02.2025;Bonds;10;31.446301.000.0;10000.370000000001-31.446301.000.0;31.08.2021;10000.37;22765.625;22765.625;22765.625
15.10.2021;Coupon;USD;600000;US80874YAW03;5 % Scientific Games 17-15.10.2025 144A;Bonds;10;38.550834.000.0;10000.370000000001-38.550834.000.0;31.08.2021;10000.37;15000;15000;15000
17.10.2021;Coupon;USD;750000;USP1507SAH06;5 3/8% Bco Santander Mexico 20-17.04.2025;Bonds;10;54.164741.000.0;10000.370000000001-54.164741.000.0;31.08.2021;10000.37;20156.25;20156.25;20156.25
19.10.2021;Coupon;USD;750000;USP3772WAJ10;4 7/8% Banco do Brasil 18-19.04.2023;Bonds;10;41.384309.000.0;10000.370000000001-41.384309.000.0;31.08.2021;10000.37;18281.25;18281.25;18281.25
20.10.2021;Dividend;USD;10000;US2546871060;The Walt Disney;Other positions;10;  .984192.000.0;10000.07-  .984192.000.0;31.08.2021;10000.07;8800;8800;6160
27.10.2021;Coupon;USD;800000;US91087BAK61;4 3/4% Mexiko 20-27.04.2032;Bonds;10;54.403356.000.0;10000.370000000001-54.403356.000.0;31.08.2021;10000.37;19000;19000;19000
28.10.2021;Coupon;USD;3000000;USN6000LAC92;2 % Mondelez Intl 16-28.10.2021;Bonds;10;34.357189.000.0;10000.049999999999-34.357189.000.0;31.08.2021;10000.05;30000;30000;30000
28.10.2021;Redemption;USD;3000000;USN6000LAC92;2 % Mondelez Intl 16-28.10.2021;Bonds;10;34.357189.000.0;10000.049999999999-34.357189.000.0;31.08.2021;10000.05;3000000;3000000;3000000
29.10.2021;Dividend;USD;5410;US68389X1054;Oracle;Other positions;10;  .959184.000.0;10000.07-  .959184.000.0;31.08.2021;10000.07;1731.2;1731.2;1211.84
31.10.2021;Coupon;USD;650000;USP3699PGE18;4 3/8% Costa Rica 13-30.04.2025;Bonds;10;21.256942.000.0;10000.370000000001-21.256942.000.0;31.08.2021;10000.37;14218.75;14218.75;14218.75
31.10.2021;Coupon;USD;700000;USP37110AJ50;4 3/8% Empresa Nac del Petr 14-30.10.2024;Bonds;10;25.907918.000.0;10000.370000000001-25.907918.000.0;31.08.2021;10000.37;15312.5;15312.5;15312.5
01.11.2021;Coupon;USD;400000;US12513GBE89;4 1/8% CDW LLC Finance 20-01.05.2025;Bonds;11;54.254781.000.0;10000.370000000001-54.254781.000.0;31.08.2021;10000.37;8250;8250;8250
01.11.2021;Coupon;USD;750000;US1248EPBR37;5 1/2% CCO Holdings 16-01.05.2026;Bonds;11;32.212993.000.0;10000.370000000001-32.212993.000.0;31.08.2021;10000.37;20625;20625;20625
02.11.2021;Dividend;USD;41000;US92343V1044;Verizon Communications;Other positions;11; 1.095642.000.0;10000.07- 1.095642.000.0;31.08.2021;10000.07;25727.5;25727.5;18009.25
03.11.2021;Coupon;USD;625000;XS0686701953;5 1/2% Republic of Namibia 11-03.11.2021;Bonds;11;14.226286.000.0;10000.370000000001-14.226286.000.0;31.08.2021;10000.37;17187.5;17187.5;17187.5
03.11.2021;Redemption;USD;625000;XS0686701953;5 1/2% Republic of Namibia 11-03.11.2021;Bonds;11;14.226286.000.0;10000.370000000001-14.226286.000.0;31.08.2021;10000.37;625000;625000;625000
04.11.2021;Dividend;USD;2800;US46625H1005;JPMorgan Chase;Other positions;11; 1.161460.000.0;10000.07- 1.161460.000.0;31.08.2021;10000.07;2520;2520;1764
04.11.2021;Coupon;USD;600000;USP6638MAB74;3 3/4% Metalsa 21-04.05.2031;Bonds;11;11.282155.000.0;10000.370000000001-11.282155.000.0;31.08.2021;10000.37;11250;11250;11250
10.11.2021;Coupon;USD;675000;US88166JAA16;3.65% Teva Pharma Finance 11-10.11.2021;Bonds;11;14.296794.000.0;10000.370000000001-14.296794.000.0;31.08.2021;10000.37;12318.75;12318.75;12318.75
10.11.2021;Redemption;USD;675000;US88166JAA16;3.65% Teva Pharma Finance 11-10.11.2021;Bonds;11;14.296794.000.0;10000.370000000001-14.296794.000.0;31.08.2021;10000.37;675000;675000;675000
12.11.2021;Dividend;USD;42976;US0378331005;Apple;Other positions;11;  .908440.000.0;10000.07-  .908440.000.0;31.08.2021;10000.07;9454.72;9454.72;6618.304
14.11.2021;Coupon;USD;750000;US35671DBL82;4.55% Freeport McMoran 14-14.11.2024;Bonds;11;26.056843.000.0;10000.370000000001-26.056843.000.0;31.08.2021;10000.37;17062.5;17062.5;17062.5
15.11.2021;Coupon;USD;700000;US389284AA85;7% Gray Escrow Inc 18-15.05.2027 144A;Bonds;11;44.636390.000.0;10000.370000000001-44.636390.000.0;31.08.2021;10000.37;24500;24500;24500
15.11.2021;Coupon;USD;600000;US03969AAN00;4 1/8% Ardagh 19-15.08.2026 144A;Bonds;11;49.263329.000.0;10000.370000000001-49.263329.000.0;31.08.2021;10000.37;12375;12375;12375
15.11.2021;Coupon;USD;800000;USY7140WAE85;4 3/4% Indonesia Asahan Alu 20-15.05.2025;Bonds;11;54.747326.000.0;10000.370000000001-54.747326.000.0;31.08.2021;10000.37;19000;19000;19000
15.11.2021;Coupon;USD;825000;US852061AS99;6 % Sprint 12-15.11.2022;Bonds;11;20.006461.000.0;10000.370000000001-20.006461.000.0;31.08.2021;10000.37;24750;24750;24750
18.11.2021;Coupon;USD;800000;XS2150023906;5 % MEGlobal Canada 20-18.05.2025;Bonds;11;54.777005.000.0;10000.370000000001-54.777005.000.0;31.08.2021;10000.37;20000;20000;20000
20.11.2021;Coupon;USD;1000000;US747525AT09;2.90 % Qualcomm 17-20.05.2024;Bonds;11;36.870380.000.0;10000.049999999999-36.870380.000.0;31.08.2021;10000.05;14500;14500;14500
24.11.2021;Coupon;USD;1500000;USU9273ADE20;1 1/4% Volkswagen Group 20-24.11.2025;Bonds;11;58.378821.000.0;10000.049999999999-58.378821.000.0;31.08.2021;10000.05;9375;9375;9375
28.11.2021;Coupon;USD;3000000;US01609WAP77;3 1/8% Alibaba Group Holding 14-28.11.2021;Bonds;11;30.291195.000.0;10000.049999999999-30.291195.000.0;31.08.2021;10000.05;46875;46875;46875
28.11.2021;Redemption;USD;3000000;US01609WAP77;3 1/8% Alibaba Group Holding 14-28.11.2021;Bonds;11;30.291195.000.0;10000.049999999999-30.291195.000.0;31.08.2021;10000.05;3000000;3000000;3000000
01.12.2021;Coupon;USD;600000;US74913GAX34;6 3/4% Qwest 11-01.12.2021;Bonds;12;13.984919.000.0;10000.370000000001-13.984919.000.0;31.08.2021;10000.37;20250;20250;20250
01.12.2021;Redemption;USD;600000;US74913GAX34;6 3/4% Qwest 11-01.12.2021;Bonds;12;13.984919.000.0;10000.370000000001-13.984919.000.0;31.08.2021;10000.37;600000;600000;600000
01.12.2021;Coupon;USD;700000;US15137TAA88;5 3/8% Centene Escrow 18-01.06.2026;Bonds;12;41.758541.000.0;10000.370000000001-41.758541.000.0;31.08.2021;10000.37;18812.5;18812.5;18812.5
01.12.2021;Coupon;USD;700000;US651229BB19;4 7/8% Newell Brands 20-01.06.2025;Bonds;12;54.926961.000.0;10000.370000000001-54.926961.000.0;31.08.2021;10000.37;17062.5;17062.5;17062.5
01.12.2021;Coupon;USD;500000;US59001KAG58;6 1/4% Meritor 20-01.06.2025;Bonds;12;55.178013.000.0;10000.370000000001-55.178013.000.0;31.08.2021;10000.37;15625;15625;15625
01.12.2021;Coupon;USD;825000;US66977WAR07;5 1/4% Nova Chemicals 17-01.06.2027;Bonds;12;36.943635.000.0;10000.370000000001-36.943635.000.0;31.08.2021;10000.37;21656.25;21656.25;21656.25
01.12.2021;Coupon;USD;750000;US212015AN15;3.80% Continental Resources 14-01.06.2024;Bonds;12;24.766213.000.0;10000.370000000001-24.766213.000.0;31.08.2021;10000.37;14250;14250;14250
01.12.2021;Coupon;USD;1000000;US70450YAG89;1.65% PayPal Holdings 20-01.06.2025;Bonds;12;54.739307.000.0;10000.049999999999-54.739307.000.0;31.08.2021;10000.05;8250;8250;8250
01.12.2021;Dividend;USD;32000;US4581401001;Intel;Other positions;12;  .941595.000.0;10000.07-  .941595.000.0;31.08.2021;10000.07;11120.39024;11120.39024;7784.273171
06.12.2021;Coupon;USD;1750000;US075887BV02;3.363% Becton Dickinson 17-06.06.2024;Bonds;12;36.900815.000.0;10000.049999999999-36.900815.000.0;31.08.2021;10000.05;29426.25;29426.25;29426.25
08.12.2021;Dividend;USD;70000;US7170811035;Pfizer;Other positions;12;  .962004.000.0;10000.07-  .962004.000.0;31.08.2021;10000.07;27300;27300;19110
10.12.2021;Coupon;USD;2250000;US58013MES98;3 1/4% McDonald's 14-10.06.2024;Bonds;12;24.632857.000.0;10000.049999999999-24.632857.000.0;31.08.2021;10000.05;36562.5;36562.5;36562.5
10.12.2021;Dividend;USD;8000;US4592001014;IBM;Other positions;12;  .941800.000.0;10000.07-  .941800.000.0;31.08.2021;10000.07;13120;13120;9184
10.12.2021;Dividend;USD;1800;US5949181045;Microsoft;Other positions;12;  .951692.000.0;10000.07-  .951692.000.0;31.08.2021;10000.07;1008;1008;705.6
15.12.2021;Coupon;USD;1000000;USU07265AE85;4 1/4% Bayer US Finance II 18-15.12.2025;Bonds;12;42.328124.000.0;10000.049999999999-42.328124.000.0;31.08.2021;10000.05;21250;21250;21250
15.12.2021;Coupon;USD;625000;US91911KAP75;9 % Bausch Health 17-15.12.2025 144A;Bonds;12;39.437251.000.0;10000.370000000001-39.437251.000.0;31.08.2021;10000.37;28125;28125;28125
15.12.2021;Coupon;USD;700000;US63938CAJ71;6 3/4% Navient 18-15.06.2026;Bonds;12;42.177803.000.0;10000.370000000001-42.177803.000.0;31.08.2021;10000.37;23625;23625;23625
15.12.2021;Coupon;USD;650000;US431571AD01;5 3/4% Hillenbrand 20-15.06.2025;Bonds;12;55.268134.000.0;10000.370000000001-55.268134.000.0;31.08.2021;10000.37;18687.5;18687.5;18687.5
15.12.2021;Coupon;USD;1000000;US110122CN68;3.20% Bristol Myers 20-15.06.2026;Bonds;12;55.583898.000.0;10000.049999999999-55.583898.000.0;31.08.2021;10000.05;16000;16000;16000
17.12.2021;Coupon;USD;500000;USG2519YAA67;2 3/4% Credicorp 20-17.06.2025;Bonds;12;55.349841.000.0;10000.370000000001-55.349841.000.0;31.08.2021;10000.37;6875;6875;6875
20.12.2021;Coupon;USD;600000;US71654QBC50;2 % Pemex 12-20.12.2022;Bonds;12;18.924917.000.0;10000.049999999999-18.924917.000.0;31.08.2021;10000.05;6000;6000;6000
23.12.2021;Coupon;USD;750000;XS2355149316;3 3/4% OCP 21-23.06.2031;Bonds;12;12.094060.000.0;10000.370000000001-12.094060.000.0;31.08.2021;10000.37;14062.5;14062.5;14062.5
26.12.2021;Coupon;USD;800000;US279158AL39;5 3/8% Ecopetrol 15-26.06.2026;Bonds;12;28.697788.000.0;10000.370000000001-28.697788.000.0;31.08.2021;10000.37;21500;21500;21500
31.12.2021;Dividend;USD;14750;US7134481081;Pepsico;Other positions;12;  .961618.000.0;10000.07-  .961618.000.0;31.08.2021;10000.07;15856.25;15856.25;11099.375
01.01.2022;Dividend;USD;3700;US6541061031;Nike B;Other positions;1;  .957150.000.0;10000.07-  .957150.000.0;31.08.2021;10000.07;1017.5;1017.5;712.25
01.01.2022;Coupon;USD;600000;US958254AF13;4.65% Western Midstream 16-01.07.2026;Bonds;1;33.120765.000.0;10000.370000000001-33.120765.000.0;31.08.2021;10000.37;13950;13950;13950
01.01.2022;Coupon;USD;600000;US81180WAL54;4 3/4% Seagate HDD 15-01.01.2025;Bonds;1;28.954494.000.0;10000.370000000001-28.954494.000.0;31.08.2021;10000.37;14250;14250;14250
01.01.2022;Dividend;USD;37296;US1912161007;Coca Cola;Other positions;1;  .919390.000.0;10000.07-  .919390.000.0;31.08.2021;10000.07;15664.32;15664.32;10965.024
04.01.2022;Coupon;USD;1000000;US00912XBC74;3 7/8% Air Lease 18-03.07.2023;Bonds;1;42.213453.000.0;10000.049999999999-42.213453.000.0;31.08.2021;10000.05;19375;19375;19375
08.01.2022;Coupon;USD;1000000;US89236TFS96;3.35% Toyota Motor Credit 19-08.01.2024;Bonds;1;45.722899.000.0;10000.049999999999-45.722899.000.0;31.08.2021;10000.05;16750;16750;16750
08.01.2022;Coupon;USD;1500000;US86562MCA62;1.474% Sumitomo Mitsui Fin 20-08.07.2025;Bonds;1;55.754944.000.0;10000.049999999999-55.754944.000.0;31.08.2021;10000.05;11055;11055;11055
10.01.2022;Coupon;USD;850000;USN15516AB83;4 1/2 % Braskem Nether 17-10.01.2028;Bonds;1;38.599545.000.0;10000.370000000001-38.599545.000.0;31.08.2021;10000.37;19125;19125;19125
11.01.2022;Coupon;USD;1000000;US59217HBX44;3.60% Metropolitan Life 19-11.01.2024;Bonds;1;45.812661.000.0;10000.049999999999-45.812661.000.0;31.08.2021;10000.05;18000;18000;18000
11.01.2022;Coupon;USD;3000000;US89236TEL52;2.70% Toyota Motor Credit 18-11.01.2023;Bonds;1;39.820103.000.0;10000.049999999999-39.820103.000.0;31.08.2021;10000.05;40500;40500;40500
14.01.2022;Dividend;USD;36265;US6092071058;Mondelez International;Other positions;1;19.549948.000.0;10000.07-19.549948.000.0;31.08.2021;10000.07;11423.48;11423.48;7996.436
14.01.2022;Coupon;USD;700000;US31572UAG13;4 % Fibria 17-14.01.2025;Bonds;1;39.103781.000.0;10000.370000000001-39.103781.000.0;31.08.2021;10000.37;14000;14000;14000
15.01.2022;Coupon;USD;1500000;US278642AE34;2.60% eBay 12-15.07.2022;Bonds;1;19.095949.000.0;10000.049999999999-19.095949.000.0;31.08.2021;10000.05;19500;19500;19500
15.01.2022;Dividend;USD;890;US8835561023;Thermo Fisher Scientific;Other positions;1;  .977576.000.0;10000.07-  .977576.000.0;31.08.2021;10000.07;231.4;231.4;161.98
15.01.2022;Coupon;USD;750000;US74840LAB80;5 1/4% Quicken Loans 17-15.01.2028;Bonds;1;39.463178.000.0;10000.370000000001-39.463178.000.0;31.08.2021;10000.37;19687.5;19687.5;19687.5
15.01.2022;Coupon;USD;532000;US98954NAA72;5 1/2% Ziggo Finance 16-15.01.2027;Bonds;1;34.005845.000.0;10000.370000000001-34.005845.000.0;31.08.2021;10000.37;14630;14630;14630
15.01.2022;Coupon;USD;750000;US88033GCS75;4 5/8% Tenet Healthcare 18-15.07.2024;Bonds;1;37.047622.000.0;10000.370000000001-37.047622.000.0;31.08.2021;10000.37;17343.75;17343.75;17343.75
15.01.2022;Coupon;USD;650000;USY20721BJ74;5 7/8% Indonesien 14-15.01.2024;Bonds;1;23.298966.000.0;10000.370000000001-23.298966.000.0;31.08.2021;10000.37;19093.75;19093.75;19093.75
15.01.2022;Coupon;USD;1500000;US00206RDD17;3.95% AT&T 16-15.01.2025;Bonds;1;31.824877.000.0;10000.049999999999-31.824877.000.0;31.08.2021;10000.05;29625;29625;29625
16.01.2022;Coupon;USD;1000000;US65535HAR03;1.851% Nomura Holdings 20-16.07.2025;Bonds;1;55.915039.000.0;10000.049999999999-55.915039.000.0;31.08.2021;10000.05;9255;9255;9255
18.01.2022;Redemption;USD;3000000;XS1550117342;2 3/8% Nestle Holdings 17-18.01.2022;Bonds;1;35.311429.000.0;10000.049999999999-35.311429.000.0;31.08.2021;10000.05;3000000;3000000;3000000
18.01.2022;Coupon;USD;600000;USL79090AB95;5 7/8% Rumo Luxembourg 18-18.01.2025;Bonds;1;39.878431.000.0;10000.370000000001-39.878431.000.0;31.08.2021;10000.37;17625;17625;17625
19.01.2022;Coupon;USD;1000000;US88032XAE40;2.985% Tencent Holdings 18-19.01.2023;Bonds;1;39.904646.000.0;10000.049999999999-39.904646.000.0;31.08.2021;10000.05;14925;14925;14925
19.01.2022;Coupon;USD;1500000;USJ6354YAP90;2.679% Panasonic 19-19.07.2024;Bonds;1;48.966692.000.0;10000.049999999999-48.966692.000.0;31.08.2021;10000.05;20092.5;20092.5;20092.5
20.01.2022;Dividend;USD;10000;US2546871060;The Walt Disney;Other positions;1;  .984192.000.0;10000.07-  .984192.000.0;31.08.2021;10000.07;8800;8800;6160
25.01.2022;Coupon;USD;2500000;US808513AT29;2.65% Charles Schwab 17-25.01.2023;Bonds;1;39.437352.000.0;10000.049999999999-39.437352.000.0;31.08.2021;10000.05;33125;33125;33125
25.01.2022;Coupon;USD;900000;US71654QBW15;4 1/2% Pemex 16-23.01.2026;Bonds;1;29.031932.000.0;10000.370000000001-29.031932.000.0;31.08.2021;10000.37;20250;20250;20250
27.01.2022;Coupon;USD;800000;US71647NAY58;5.999% Petrobras Global Fin 18-27.01.2028;Bonds;1;38.367688.000.0;10000.370000000001-38.367688.000.0;31.08.2021;10000.37;23996;23996;23996
27.01.2022;Coupon;USD;800000;USP3579EBD87;5 1/2% Dominikanische Rep 15-27.01.2025;Bonds;1;26.807339.000.0;10000.370000000001-26.807339.000.0;31.08.2021;10000.37;22000;22000;22000
29.01.2022;Dividend;USD;5410;US68389X1054;Oracle;Other positions;1;  .959184.000.0;10000.07-  .959184.000.0;31.08.2021;10000.07;1731.2;1731.2;1211.84
29.01.2022;Coupon;USD;600000;USV3855GAB69;5.95% Greenko Solar 19-29.07.2026;Bonds;1;49.149176.000.0;10000.370000000001-49.149176.000.0;31.08.2021;10000.37;17850;17850;17850
01.02.2022;Coupon;USD;1000000;US44891CAZ68;4.30% Hyundai Cap America 19-01.02.2024;Bonds;2;46.195382.000.0;10000.049999999999-46.195382.000.0;31.08.2021;10000.05;21500;21500;21500
01.02.2022;Coupon;USD;700000;US404119BR91;5 3/8% HCA 15-01.02.2025;Bonds;2;26.700955.000.0;10000.370000000001-26.700955.000.0;31.08.2021;10000.37;18812.5;18812.5;18812.5
02.02.2022;Dividend;USD;41000;US92343V1044;Verizon Communications;Other positions;2; 1.095642.000.0;10000.07- 1.095642.000.0;31.08.2021;10000.07;25727.5;25727.5;18009.25
