Description;ISIN;Identification number;Quantity / amount;Price;Market to cost;Weight;Investment strategy;Portfolio manager;Relationship manager;Evaluation date;Portfolio number;Total value in evaluation currency;Trade currency;Risk currency;Duration;YTM;Duration x Total value in evaluation currency;YTM x Total value in evaluation currency;Position rank;Country;Asset class;Price date;Bank
4 % Tyson Foods 19-01.03.2026;US902494BJ16;46.469594.000.0;2000000;111.866;0.00305761;0.01095772;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2021;10000.05;2277097.778;USD;USD;4.064525605;0.010363529;9255322.224;23598.76889;;USA;Bonds;31.08.2021;LGT, Geneva
3.40% American Express 19-22.02.2024;US025816CC13;46.559313.000.0;2000000;106.706;0.060168902;0.010276962;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2021;10000.05;2135631.111;USD;USD;2.382778659;0.00663888;5088736.236;14178.19921;;USA;Bonds;31.08.2021;LGT, Geneva
3.9% Wyndham Destinations 13-01.03.2023;US98310WAL28;20.761875.000.0;900000;103.161;0.015777972;0.018753584;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.08.2021;10000.37;945901.5;USD;USD;1.42165998;0.014754891;1344750.308;13956.67382;;USA;Bonds;31.08.2021;JPM, Geneva
4.55% Freeport McMoran 14-14.11.2024;US35671DBL82;26.056843.000.0;750000;108.375;0.072678542;0.016314153;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.08.2021;10000.37;822860.4167;USD;USD;2.933887991;0.018483579;2414180.294;15209.4059;;USA;Bonds;31.08.2021;JPM, Geneva
5 % Scientific Games 17-15.10.2025 144A;US80874YAW03;38.550834.000.0;600000;103;0.001215067;0.012475604;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.08.2021;10000.37;629250;USD;USD;3.559080666;0.042019309;2239551.509;26440.65018;;USA;Bonds;31.08.2021;JPM, Geneva
5.40% Reliance Industries 20-14.02.2022;USY72570AP21;56.377955.000.0;625000;102.095;-0.018128486;0.012680681;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.08.2021;10000.37;639593.75;USD;USD;0.453708926;0.007740989;290189.3932;4951.087999;;USA;Bonds;31.08.2021;JPM, Geneva
1.15% Fidelity Nat Inf Serv 21-01.03.2026;US31620MBR60;10.189029.000.0;2000000;99.686;0.005355252;0.00964879;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2021;10000.05;2005092.222;USD;USD;4.324203292;0.010916794;8670426.388;21889.17902;;USA;Bonds;31.08.2021;LGT, Geneva
3 3/8% Comcast 14-15.02.2025;US20030NBL47;25.125715.000.0;2000000;108.129;0.017588933;0.010420178;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2021;10000.05;2165392.5;USD;USD;3.264640376;0.009770964;7069227.786;21157.97109;;USA;Bonds;31.08.2021;LGT, Geneva
3.20% Nvidia 16-16.09.2026;US67066GAE44;33.961053.000.0;1500000;110.084;-0.019697941;0.008051324;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2021;10000.05;1673126.667;USD;USD;4.598031563;0.011377809;7693089.222;19036.5159;;USA;Bonds;31.08.2021;LGT, Geneva
2 1/2% United Parcel Service 17-01.04.2023;US911312BK14;39.103879.000.0;3000000;103.358;0.040988367;0.015070581;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2021;10000.05;3131781.667;USD;USD;1.5407981;0.003809028;4825443.24;11929.04525;;USA;Bonds;31.08.2021;LGT, Geneva
2.20% PayPal Holdings Inc 19-26.09.2022;US70450YAB92;50.164130.000.0;1000000;102.125;0.01339618;0.004959688;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2021;10000.05;1030661.111;USD;USD;1.052153159;0.002197462;1084413.344;2264.838164;;USA;Bonds;31.08.2021;LGT, Geneva
4.65% HP Enterprise 20-01.10.2024;US42824CBF59;54.037317.000.0;1000000;110.945;-0.012030705;0.005431446;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2021;10000.05;1128695.833;USD;USD;2.837614547;0.01038249;3202803.716;11718.67331;;USA;Bonds;31.08.2021;LGT, Geneva
1 1/4% Volkswagen Group 20-24.11.2025;USU9273ADE20;58.378821.000.0;1500000;100.387;-0.005508059;0.007270209;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2021;10000.05;1510805;USD;USD;4.075039467;0.011568704;6156590.001;17478.05598;;USA;Bonds;31.08.2021;LGT, Geneva
5 80% Lumen Technologies 12-15.03.2022;US156700AS50;18.127342.000.0;800000;102.5669;-0.016921641;0.016689689;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.08.2021;10000.37;841801.8667;USD;USD;0.517628565;0.010315669;435740.692;8683.74954;;USA;Bonds;31.08.2021;JPM, Geneva
5 3/8 % Level 3 Financing 16-01.05.2025;US527298BH52;30.453100.000.0;650000;102.194;0.027075377;0.013514151;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.08.2021;10000.37;681632.7014;USD;USD;3.167153931;0.047182007;2158835.69;32160.79899;;USA;Bonds;31.08.2021;JPM, Geneva
5 1/2% CSC Holdings 16-15.04.2027 144A;US126307AQ03;33.923459.000.0;700000;104.487;-0.004885714;0.014787263;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.08.2021;10000.37;745846.5;USD;USD;4.608834372;0.045899877;3437482.985;34234.26248;;USA;Bonds;31.08.2021;JPM, Geneva
FRN Third Pakistan Islam 16-13.10.2021;XS1501659384;34.215977.000.0;675000;100.34;0.043089558;0.013708258;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.08.2021;10000.37;691423.125;USD;USD;0.114629395;0.027027873;79257.41461;18687.69619;;USA;Bonds;31.08.2021;JPM, Geneva
5 1/2% Vistra Operations 18-01.09.2026 144A;US92840VAA08;43.150211.000.0;650000;102.828;-0.016;0.013603864;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.08.2021;10000.37;686157.6944;USD;USD;4.121700844;0.048555368;2828136.748;33316.63957;;USA;Bonds;31.08.2021;JPM, Geneva
IBM;US4592001014;  .941800.000.0;8000;140.34;0.147506132;0.019924211;Shares Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2021;10000.07;1122720;USD;USD;;;;;;USA;Stocks;31.08.2021;UBS, Geneva
Pepsico;US7134481081;  .961618.000.0;14750;156.39;0.539364985;0.040936496;Shares Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2021;10000.07;2306752.5;USD;USD;;;;;;USA;Stocks;31.08.2021;UBS, Geneva
Alphabet C;US02079K1079;29.798545.000.0;2807;2909.24;4.241269536;0.144921103;Shares Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2021;10000.07;8166236.68;USD;USD;;;;;;USA;Stocks;31.08.2021;UBS, Geneva
Pfizer;US7170811035;  .962004.000.0;70000;46.07;1.378923959;0.057230286;Shares Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2021;10000.07;3224900;USD;USD;;;;;;USA;Stocks;31.08.2021;UBS, Geneva
Verizon Communications;US92343V1044; 1.095642.000.0;41000;55;0.13658683;0.040018077;Shares Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2021;10000.07;2255000;USD;USD;;;;;;USA;Stocks;31.08.2021;UBS, Geneva
JPMorgan Chase;US46625H1005; 1.161460.000.0;2800;159.95;0.790107015;0.007947892;Shares Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2021;10000.07;447860;USD;USD;;;;;;USA;Stocks;31.08.2021;UBS, Geneva
Mondelez International;US6092071058;19.549948.000.0;36265;62.07;2.041156296;0.039946533;Shares Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2021;10000.07;2250968.55;USD;USD;;;;;;USA;Stocks;31.08.2021;UBS, Geneva
Viatris;US92556V1061;58.198423.000.0;8685;14.63;-0.104651163;0.002254882;Shares Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2021;10000.07;127061.55;USD;USD;;;;;;USA;Stocks;31.08.2021;UBS, Geneva
Coca Cola;US1912161007;  .919390.000.0;37296;56.31;0.426224858;0.037269833;Shares Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2021;10000.07;2100137.76;USD;USD;;;;;;USA;Stocks;31.08.2021;UBS, Geneva
Microsoft;US5949181045;  .951692.000.0;1800;301.88;1.145405444;0.009643097;Shares Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2021;10000.07;543384;USD;USD;;;;;;USA;Stocks;31.08.2021;UBS, Geneva
Nike B;US6541061031;  .957150.000.0;3700;164.74;1.422112769;0.01081709;Shares Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2021;10000.07;609538;USD;USD;;;;;;USA;Stocks;31.08.2021;UBS, Geneva
Thermo Fisher Scientific;US8835561023;  .977576.000.0;890;554.95;0.960786377;0.008765032;Shares Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2021;10000.07;493905.5;USD;USD;;;;;;USA;Stocks;31.08.2021;UBS, Geneva
The Walt Disney;US2546871060;  .984192.000.0;10000;181.3;0.93309817;0.032174179;Shares Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2021;10000.07;1813000;USD;USD;;;;;;USA;Stocks;31.08.2021;UBS, Geneva
Current Account USD;;  .KK-USD.000.0.10000.37;-469782.63;1;0;-0.00931398;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.08.2021;10000.37;-469782.63;USD;USD;0;0;0;0;;USA;Liquidity and Money Market;31.08.2021;JPM, Geneva
Current Account USD;;  .KK-USD.000.0.10000.07;290777.17;1;0;0.005160241;Shares Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2021;10000.07;290777.17;USD;USD;0;0;0;0;;USA;Liquidity and Money Market;31.08.2021;UBS, Geneva
Current Account USD;;  .KK-USD.000.0.10000.05;6267420.71;1;0;0.030159724;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2021;10000.05;6267420.71;USD;USD;0;0;0;0;;USA;Liquidity and Money Market;31.08.2021;LGT, Geneva
Apple;US0378331005;  .908440.000.0;42976;151.83;2.569429135;0.115795918;Shares Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2021;10000.07;6525046.08;USD;USD;;;;;;USA;Stocks;31.08.2021;UBS, Geneva
Intel;US4581401001;  .941595.000.0;32000;54.06;0.699085272;0.03069981;Shares Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2021;10000.07;1729920;USD;USD;;;;;;USA;Stocks;31.08.2021;UBS, Geneva
Oracle;US68389X1054;  .959184.000.0;5410;89.13;0.960294022;0.008557183;Shares Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2021;10000.07;482193.3;USD;USD;;;;;;USA;Stocks;31.08.2021;UBS, Geneva
2.985% Tencent Holdings 18-19.01.2023;US88032XAE40;39.904646.000.0;1000000;103.109;-0.013263793;0.004978112;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2021;10000.05;1034489.583;USD;USD;1.353822946;0.007334576;1400515.736;7587.542581;;Cayman Islands;Bonds;25.08.2021;LGT, Geneva
3 7/8% Baidu 18-29.09.2023;US056752AK40;41.060745.000.0;1000000;106.026;-0.015698543;0.005180337;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2021;10000.05;1076513.472;USD;USD;1.969776257;0.00947506;2120490.678;10200.03009;;Cayman Islands;Bonds;30.08.2021;LGT, Geneva
3.28% Tencent Holdings 19-11.04.2024;US88032XAL82;47.294168.000.0;2000000;106.059;0.060568789;0.010329307;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2021;10000.05;2146508.889;USD;USD;2.473483259;0.009323872;5309353.802;20013.77503;;Cayman Islands;Bonds;30.08.2021;LGT, Geneva
2 % Pemex 12-20.12.2022;US71654QBC50;18.924917.000.0;600000;101.43;0.020894982;0.002939802;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2021;10000.05;610913.3333;USD;USD;1.277061633;0.008990795;780173.979;5492.596826;;Mexico;Bonds;31.07.2021;LGT, Geneva
4 % ENI 18-12.09.2023;XS1826630425;43.606970.000.0;1000000;106.462;-0.011999443;0.00521293;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2021;10000.05;1083286.667;USD;USD;1.924209443;0.007931009;2084470.434;8591.556711;;Italy;Bonds;19.08.2021;LGT, Geneva
4.30% Hyundai Cap America 19-01.02.2024;US44891CAZ68;46.195382.000.0;1000000;107.857;0.049299783;0.005206902;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2021;10000.05;1082033.889;USD;USD;2.298591495;0.010064931;2487153.894;10890.59609;;South Korea;Bonds;30.08.2021;LGT, Geneva
1 3/8% QNB Finance 21-26.01.2026;XS2287744218;59.542468.000.0;2000000;99.262;0.012438483;0.009565757;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2021;10000.05;1987837.222;USD;USD;4.21753604;0.015502403;8383775.127;30816.25337;;Cayman Islands;Bonds;31.07.2021;LGT, Geneva
3 7/8% Rabobank Nederland 12-08.02.2022;US21685WDD65;14.916010.000.0;3000000;101.599;-0.030488387;0.014701453;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2021;10000.05;3055074.167;USD;USD;0.43979321;0.00227554;1343600.874;6951.94221;;Netherlands;Bonds;31.08.2021;LGT, Geneva
2.801% Mitsubishi UFJ 19-18.07.2024;US606822BJ24;48.986669.000.0;2000000;105.784;0.04261778;0.010212405;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2021;10000.05;2122215.667;USD;USD;2.759668608;0.007718848;5856611.956;16381.06022;;Japan;Bonds;31.08.2021;LGT, Geneva
BGF Asian Dragon Fund D2;LU0411709560; 3.068429.000.0;27289.83;61.81;0.21172319;0.029934309;Shares Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2021;10000.07;1686784.392;USD;ASI;;;;;;Asia / Pacific;Stocks;31.08.2021;UBS, Geneva
Nestle N;CH0038863350; 3.886335.000.0;22306;115.74;0.686840382;0.050014469;Shares Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2021;10000.07;2818292.058;CHF;CHF;;;;;;Switzerland;Stocks;31.08.2021;UBS, Geneva
VW VZ;DE0007664039;  .352781.000.0;16400;201.3;0.343971158;0.069158314;Shares Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2021;10000.07;3897038.787;EUR;EUR;;;;;;Germany;Stocks;31.08.2021;UBS, Geneva
8 7/8% Panama 1997-30.09.2027;US698299AD63;  .716786.000.0;200000;138.275;-0.002380866;0.005629552;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.08.2021;10000.37;283945.8333;USD;USD;4.776460334;0.021322504;1356256.01;6054.436206;;Panama;Bonds;31.08.2021;JPM, Geneva
6 1/8% SB Capital 12-07.02.2022;XS0743596040;14.911548.000.0;650000;102.455;0.004559271;0.013253802;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.08.2021;10000.37;668501.0764;USD;USD;0.435991422;0.004735654;291460.7346;3165.789638;;Luxembourg;Bonds;31.08.2021;JPM, Geneva
4 % Panama 14-22.09.2024;US698299BD54;25.473995.000.0;625000;108.43;0.040395318;0.01365347;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.08.2021;10000.37;688659.7222;USD;USD;2.835236805;0.01188557;1952513.39;8185.113023;;Panama;Bonds;31.08.2021;JPM, Geneva
5 % Export Cr Bk Turkey 14-23.09.2021;XS1028943089;25.486992.000.0;775000;100.29;0.193928571;0.015744872;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.08.2021;10000.37;794146.8056;USD;USD;0.062703185;0.004264264;49795.5342;3386.451688;;Turkey;Bonds;31.08.2021;JPM, Geneva
4 3/8% Empresa Nac del Petr 14-30.10.2024;USP37110AJ50;25.907918.000.0;700000;108.65;-0.018556515;0.015281169;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.08.2021;10000.37;770758.3333;USD;USD;2.910116131;0.015625886;2242996.259;12043.78214;;Chili;Bonds;31.08.2021;JPM, Geneva
5 3/8% Ecopetrol 15-26.06.2026;US279158AL39;28.697788.000.0;800000;110.43;0.012377978;0.017666772;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.08.2021;10000.37;891084.4444;USD;USD;4.165511877;0.030347087;3711822.837;27041.81714;;Colombia;Bonds;31.08.2021;JPM, Geneva
5.999% Petrobras Global Fin 18-27.01.2028;US71647NAY58;38.367688.000.0;800000;114.58;-0.004788014;0.018260661;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.08.2021;10000.37;921039.2667;USD;USD;5.264107841;0.034450885;4848450.026;31730.61776;;Netherlands;Bonds;31.08.2021;JPM, Geneva
4 % Fibria 17-14.01.2025;US31572UAG13;39.103781.000.0;700000;107.6334;0.00709614;0.015008624;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.08.2021;10000.37;757011.5778;USD;USD;3.127338494;0.016606148;2367431.448;12571.04594;;Cayman Islands;Bonds;31.08.2021;JPM, Geneva
2 3/4% QNB Finance 20-12.02.2027;XS2114850949;52.470521.000.0;800000;105.5;-0.005024391;0.016755078;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.08.2021;10000.37;845100;USD;USD;5.015912505;0.016896058;4238947.658;14278.85845;;Cayman Islands;Bonds;31.08.2021;JPM, Geneva
4 3/4% Indonesia Asahan Alu 20-15.05.2025;USY7140WAE85;54.747326.000.0;800000;109.04;-0.016279563;0.017514486;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.08.2021;10000.37;883403.3333;USD;USD;3.332531665;0.021991415;2943969.582;19427.28955;;Indonesia;Bonds;31.08.2021;JPM, Geneva
2 7/8% BHP Billiton Finance 12-24.02.2022;US055451AQ16;18.050718.000.0;2000000;101.281;-0.015771982;0.009752184;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2021;10000.05;2026578.333;USD;USD;0.483568838;0.002131551;979990.1294;4319.754601;;Australia;Bonds;31.08.2021;LGT, Geneva
2 3/4% Heineken 12-01.04.2023;USN39427AQ76;19.736388.000.0;2000000;103.157;0.036350165;0.010037667;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2021;10000.05;2085903.889;USD;USD;1.531670585;0.007469925;3194917.63;15581.5465;;Netherlands;Bonds;31.08.2021;LGT, Geneva
3 1/8% Telstra 15-07.04.2025;USQ8940FAA23;27.755100.000.0;1000000;107.375;-0.018770161;0.005226772;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2021;10000.05;1086163.194;USD;USD;3.363769948;0.010368493;3653603.112;11261.87508;;Australia;Bonds;31.08.2021;LGT, Geneva
Current Account CAD;;  .KK-CAD.000.0.10000.07;986784.9;1;0;0.013858153;Shares Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2021;10000.07;780900.4867;CAD;CAD;0;0;0;0;;Canada;Liquidity and Money Market;31.08.2021;UBS, Geneva
5 1/2% Republic of Namibia 11-03.11.2021;XS0686701953;14.226286.000.0;625000;100.89;-0.00903644;0.012723121;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.08.2021;10000.37;641734.375;USD;USD;0.174543579;0.003889408;112010.6147;2495.966625;;Namibia;Bonds;31.08.2021;JPM, Geneva
5.15% Gaz Capital Gazprom 19-11.02.2026;XS1951084471;46.360158.000.0;700000;112.555;0.000488889;0.015658447;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.08.2021;10000.37;789787.6389;USD;USD;3.958042214;0.021719437;3126012.815;17153.74308;;Luxembourg;Bonds;31.08.2021;JPM, Geneva
Current Account EUR;;  .KK-EUR.000.0.10000.07;1939926.95;1;0;0.040638919;Shares Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2021;10000.07;2289984.178;EUR;EUR;0;0;0;0;;Europe mixed;Liquidity and Money Market;31.08.2021;UBS, Geneva
Current Account EUR;;  .KK-EUR.000.0.10000.05;2689.23;1;0;1.52761E-05;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2021;10000.05;3174.497963;EUR;EUR;0;0;0;0;;Europe mixed;Liquidity and Money Market;31.08.2021;LGT, Geneva
5.80% ING Bank 13-25.09.2023;USN45780CT38;22.380676.000.0;2000000;110.055;-0.014638732;0.010832347;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2021;10000.05;2251044.444;USD;USD;1.921763845;0.008851802;4325975.827;19925.79864;;Netherlands;Bonds;31.08.2021;LGT, Geneva
2.679% Panasonic 19-19.07.2024;USJ6354YAP90;48.966692.000.0;1500000;104.92;0.030536975;0.007595374;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2021;10000.05;1578376.625;USD;USD;2.761367444;0.009453313;4358477.826;14920.889;;Japan;Bonds;31.08.2021;LGT, Geneva
Novartis N;CH0012005267; 1.200526.000.0;6000;84.79;0.303659287;0.009855675;Shares Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2021;10000.07;555362.6984;CHF;CHF;;;;;;Switzerland;Stocks;31.08.2021;UBS, Geneva
3 3/4% OCP 21-23.06.2031;XS2355149316;12.094060.000.0;750000;100.97;-0.006445264;0.015117624;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.08.2021;10000.37;762509.375;USD;USD;7.945100342;0.036330604;6058213.496;27702.4262;;Morocco;Bonds;31.08.2021;JPM, Geneva
5.70% RZD Russian Railways 12-05.04.2022;XS0764220017;18.329887.000.0;625000;103.105;0.002479339;0.013060579;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.08.2021;10000.37;658755.2083;USD;USD;0.577770557;0.004976499;380609.3638;3278.294822;;Russia;Bonds;31.08.2021;JPM, Geneva
4.199% Rosneft Intl. Finance 12-06.03.2022;XS0861981180;20.145902.000.0;875000;101.665;0.036328396;0.0179888;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.08.2021;10000.37;907327.0208;USD;USD;0.497131217;0.00968599;451060.5862;8788.360717;;Ireland;Bonds;31.08.2021;JPM, Geneva
3 7/8% Sultanat Oman 17-08.03.2022;XS1575874471;35.932986.000.0;875000;100.79;0.026714992;0.017806105;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.08.2021;10000.37;898112.1528;USD;USD;0.496318853;0.023746292;445749.9932;21326.83301;;Oman;Bonds;31.08.2021;JPM, Geneva
9 % Bausch Health 17-15.12.2025 144A;US91911KAP75;39.437251.000.0;625000;106.5;-0.052280311;0.013429118;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.08.2021;10000.37;677343.75;USD;USD;3.353754227;0.072102891;2271644.464;48838.44232;;Canada;Bonds;31.08.2021;JPM, Geneva
6 1/2% Country Garden 19-08.04.2024;XS1974522853;47.191060.000.0;700000;105.235;0.014802314;0.014960657;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.08.2021;10000.37;754592.2222;USD;USD;2.279923279;0.043573907;1720412.373;32880.53137;;Cayman Islands;Bonds;31.08.2021;JPM, Geneva
3 1/8% Alibaba Group Holding 14-28.11.2021;US01609WAP77;30.291195.000.0;3000000;101.036;0.009557402;0.014701281;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2021;10000.05;3055038.333;USD;USD;0.246409387;-0.011122412;752790.1225;-33979.39581;;Cayman Islands;Bonds;31.08.2021;LGT, Geneva
2.273% Mizuho Fin Group 16-13.09.2021;US60687YAE95;33.891647.000.0;1000000;100.05;0.016336298;0.004864681;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2021;10000.05;1010917.917;USD;USD;0.035285528;0.008687195;35670.77243;8782.040934;;Japan;Bonds;31.08.2021;LGT, Geneva
2.65% Enel Finance 19-10.09.2024;USN30707AM05;49.920281.000.0;1000000;105.26;0.040704745;0.00512548;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2021;10000.05;1065113.889;USD;USD;2.871414894;0.008847087;3058383.884;9423.15495;;Italy;Bonds;31.08.2021;LGT, Geneva
M�nchener R�ckversicherung N;DE0008430026;  .341960.000.0;9200;247.45;0.477759321;0.04769052;Shares Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2021;10000.07;2687338.604;EUR;EUR;;;;;;Germany;Stocks;31.08.2021;UBS, Geneva
5 1/2% Dominikanische Rep 15-27.01.2025;USP3579EBD87;26.807339.000.0;800000;109.43;-0.032278033;0.017436569;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.08.2021;10000.37;879473.3333;USD;USD;3.068846756;0.025875421;2698968.886;22756.74246;;Dominian Republic;Bonds;31.08.2021;JPM, Geneva
4 1/2% Pemex 16-23.01.2026;US71654QBW15;29.031932.000.0;900000;101.19;0.016634126;0.018133937;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.08.2021;10000.37;914647.5;USD;USD;3.854930856;0.041993986;3525902.871;38409.69436;;Mexico;Bonds;31.08.2021;JPM, Geneva
4 7/8% Banco do Brasil 18-19.04.2023;USP3772WAJ10;41.384309.000.0;750000;105.55;0.013273515;0.015958655;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.08.2021;10000.37;804929.6875;USD;USD;1.54201365;0.014378073;1241212.565;11573.33817;;Brazil;Bonds;31.08.2021;JPM, Geneva
5.95% Greenko Solar 19-29.07.2026;USV3855GAB69;49.149176.000.0;600000;106.95;-0.009997223;0.012783388;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.08.2021;10000.37;644774.1667;USD;USD;4.138599068;0.043671966;2668461.765;28158.55522;;Mauritius;Bonds;31.08.2021;JPM, Geneva
5 3/8% Bco Santander Mexico 20-17.04.2025;USP1507SAH06;54.164741.000.0;750000;113.58;0.004403884;0.01718418;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.08.2021;10000.37;866743.2292;USD;USD;3.251450216;0.015196444;2818172.459;13171.41522;;Mexico;Bonds;31.08.2021;JPM, Geneva
2.82% Deutsche Telekom Intl 17-19.01.2022;USN27915AQ54;35.311606.000.0;2000000;100.69;0.015480813;0.009721603;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2021;10000.05;2020223.333;USD;USD;0.382186456;0.010074938;772101.9966;20353.62426;;Germany;Bonds;31.08.2021;LGT, Geneva
2 1/2% Bank of Montreal 19-28.06.2024;US06367WMQ32;48.661697.000.0;2000000;105.34;0.045516803;0.01017966;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2021;10000.05;2115411.111;USD;USD;2.720341329;0.005912282;5754640.273;12506.90696;;Canada;Bonds;31.08.2021;LGT, Geneva
2.193% Mitsubishi UFJ 20-25.02.2025;US606822BN36;52.665870.000.0;1000000;104.032;0.000538586;0.005007634;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2021;10000.05;1040624.583;USD;USD;3.343879812;0.010116404;3479723.536;10527.37851;;Japan;Bonds;31.08.2021;LGT, Geneva
