Ticket date;Transaction;Transaction number;Amount;Position;Identification number;Accounting;Price;Value in evaluation currency;Portfolio number;Booking date;Value date;Purchase date;Portfolio instrument number;Position instrument number;Evaluation date;Transaction value in evaluation currency;Transaction interest in evaluation currency;Transaction fees in evaluation currency;Transaction duties and taxes in evaluation currency;Fee basis in evaluation currency;Transaction holding position;Transaction holding amount;Transaction counterparty position;Transaction counterparty currency;Transaction counterparty amount;Transaction holding identification number;Transaction counterparty identification number;Value;Currency;Transaction holding currency
13.04.2020;Coupon payment;10000.05-2782;0;2 % BMW US Capital 16-11.04.2021;32.158691.000.0;Coupon;;-20000;10000.05;15.04.2020;13.04.2020;13.04.2020;10000.049999999999-32.158691.000.0;2 % BMW US Capital 16-11.04.2021 (32.158691.000.0);31.08.2021;0;20000;0;0;20000;2 % BMW US Capital 16-11.04.2021;0;Current Account USD;USD;20000;32.158691.000.0;  .KK-USD.000.0.10000.05;-20000;USD;USD
14.04.2020;Coupon payment;10000.05-2783;0;2.15% PepsiCo 15-14.10.2020;30.071129.000.0;Coupon;;-32250;10000.05;16.04.2020;14.04.2020;14.04.2020;10000.049999999999-30.071129.000.0;2.15% PepsiCo 15-14.10.2020 (30.071129.000.0);31.08.2021;0;32250;0;0;32250;2.15% PepsiCo 15-14.10.2020;0;Current Account USD;USD;32250;30.071129.000.0;  .KK-USD.000.0.10000.05;-32250;USD;USD
14.04.2020;Coupon payment;10000.05-2784;0;2.10% Royal Bank of Canada 15-14.10.2020;30.037262.000.0;Coupon;;-21000;10000.05;16.04.2020;14.04.2020;14.04.2020;10000.049999999999-30.037262.000.0;2.10% Royal Bank of Canada 15-14.10.2020 (30.037262.000.0);31.08.2021;0;21000;0;0;21000;2.10% Royal Bank of Canada 15-14.10.2020;0;Current Account USD;USD;21000;30.037262.000.0;  .KK-USD.000.0.10000.05;-21000;USD;USD
15.04.2020;Coupon payment;10000.05-2786;0;4.40% HP Enterprise 16-15.10.2022;34.601976.000.0;Coupon;;-33000;10000.05;17.04.2020;15.04.2020;15.04.2020;10000.049999999999-34.601976.000.0;4.40% HP Enterprise 16-15.10.2022 (34.601976.000.0);31.08.2021;0;33000;0;0;33000;4.40% HP Enterprise 16-15.10.2022;0;Current Account USD;USD;33000;34.601976.000.0;  .KK-USD.000.0.10000.05;-33000;USD;USD
15.04.2020;Coupon payment;10000.05-2787;0;3 % Thermo Fisher Scien 16-15.04.2023;32.158674.000.0;Coupon;;-30000;10000.05;17.04.2020;15.04.2020;15.04.2020;10000.049999999999-32.158674.000.0;3 % Thermo Fisher Scien 16-15.04.2023 (32.158674.000.0);31.08.2021;0;30000;0;0;30000;3 % Thermo Fisher Scien 16-15.04.2023;0;Current Account USD;USD;30000;32.158674.000.0;  .KK-USD.000.0.10000.05;-30000;USD;USD
15.04.2020;Coupon payment;10000.05-2788;0;3.28% Tencent Holdings 19-11.04.2024;47.294168.000.0;Coupon;;-32800;10000.05;17.04.2020;14.04.2020;15.04.2020;10000.049999999999-47.294168.000.0;3.28% Tencent Holdings 19-11.04.2024 (47.294168.000.0);31.08.2021;0;32800;0;0;32800;3.28% Tencent Holdings 19-11.04.2024;0;Current Account USD;USD;32800;47.294168.000.0;  .KK-USD.000.0.10000.05;-32800;USD;USD
15.04.2020;Coupon payment;10000.05-2789;0;3 % UBS Group Funding 16-15.04.2021;32.072214.000.0;Coupon;;-45000;10000.05;17.04.2020;15.04.2020;15.04.2020;10000.049999999999-32.072214.000.0;3 % UBS Group Funding 16-15.04.2021 (32.072214.000.0);31.08.2021;0;45000;0;0;45000;3 % UBS Group Funding 16-15.04.2021;0;Current Account USD;USD;45000;32.072214.000.0;  .KK-USD.000.0.10000.05;-45000;USD;USD
21.04.2020;Coupon payment;10000.05-2794;0;3.95% Bank of America 15-21.04.2025 Subord Series L;27.942144.000.0;Coupon;;-39500;10000.05;23.04.2020;21.04.2020;21.04.2020;10000.049999999999-27.942144.000.0;3.95% Bank of America 15-21.04.2025 Subord Series L (27.942144.000.0);31.08.2021;0;39500;0;0;39500;3.95% Bank of America 15-21.04.2025 Subord Series L;0;Current Account USD;USD;39500;27.942144.000.0;  .KK-USD.000.0.10000.05;-39500;USD;USD
23.04.2020;Coupon payment;10000.05-2798;0;3.70% Morgan Stanley 14-23.10.2024;25.837102.000.0;Coupon;;-37000;10000.05;27.04.2020;23.04.2020;23.04.2020;10000.049999999999-25.837102.000.0;3.70% Morgan Stanley 14-23.10.2024 (25.837102.000.0);31.08.2021;0;37000;0;0;37000;3.70% Morgan Stanley 14-23.10.2024;0;Current Account USD;USD;37000;25.837102.000.0;  .KK-USD.000.0.10000.05;-37000;USD;USD
24.04.2020;Coupon payment;10000.05-2799;0;FRN Bank of America 17-24.04.2023;36.487063.000.0;Coupon;;-28810;10000.05;28.04.2020;24.04.2020;24.04.2020;10000.049999999999-36.487063.000.0;FRN Bank of America 17-24.04.2023 (36.487063.000.0);31.08.2021;0;28810;0;0;28810;FRN Bank of America 17-24.04.2023;0;Current Account USD;USD;28810;36.487063.000.0;  .KK-USD.000.0.10000.05;-28810;USD;USD
27.04.2020;Coupon payment;10000.05-2800;0;5.134% Telefonica Emis 10-27.04.2020;11.223328.000.0;Coupon;;-41072;10000.05;29.04.2020;27.04.2020;27.04.2020;10000.049999999999-11.223328.000.0;5.134% Telefonica Emis 10-27.04.2020 (11.223328.000.0);31.08.2021;0;41072;0;0;41072;5.134% Telefonica Emis 10-27.04.2020;0;Current Account USD;USD;41072;11.223328.000.0;  .KK-USD.000.0.10000.05;-41072;USD;USD
28.04.2020;Coupon payment;10000.05-2802;0;2 % Mondelez Intl 16-28.10.2021;34.357189.000.0;Coupon;;-30000;10000.05;30.04.2020;28.04.2020;28.04.2020;10000.049999999999-34.357189.000.0;2 % Mondelez Intl 16-28.10.2021 (34.357189.000.0);31.08.2021;0;30000;0;0;30000;2 % Mondelez Intl 16-28.10.2021;0;Current Account USD;USD;30000;34.357189.000.0;  .KK-USD.000.0.10000.05;-30000;USD;USD
29.04.2020;Coupon payment;10000.05-2805;0;VRN Macquarie Bank 15-29.07.2020;29.045281.000.0;Coupon;;-14738.87;10000.05;04.05.2020;29.04.2020;29.04.2020;10000.049999999999-29.045281.000.0;VRN Macquarie Bank 15-29.07.2020 (29.045281.000.0);31.08.2021;0;14738.87;0;0;14738.87;VRN Macquarie Bank 15-29.07.2020;0;Current Account USD;USD;14738.87;29.045281.000.0;  .KK-USD.000.0.10000.05;-14738.87;USD;USD
01.05.2020;Coupon payment;10000.05-2810;0;3 1/2% Verizon Comm 14-01.11.2024;25.867444.000.0;Coupon;;-35000;10000.05;05.05.2020;01.05.2020;01.05.2020;10000.049999999999-25.867444.000.0;3 1/2% Verizon Comm 14-01.11.2024 (25.867444.000.0);31.08.2021;0;35000;0;0;35000;3 1/2% Verizon Comm 14-01.11.2024;0;Current Account USD;USD;35000;25.867444.000.0;  .KK-USD.000.0.10000.05;-35000;USD;USD
04.05.2020;Coupon payment;10000.05-2811;0;2.65 % Microsoft 15-03.11.2022;30.291157.000.0;Coupon;;-26500;10000.05;06.05.2020;04.05.2020;04.05.2020;10000.049999999999-30.291157.000.0;2.65 % Microsoft 15-03.11.2022 (30.291157.000.0);31.08.2021;0;26500;0;0;26500;2.65 % Microsoft 15-03.11.2022;0;Current Account USD;USD;26500;30.291157.000.0;  .KK-USD.000.0.10000.05;-26500;USD;USD
04.05.2020;Coupon payment;10000.05-2812;0;3.096% Ford Motor Credit 16-04.05.2023;32.456185.000.0;Coupon;;-23220;10000.05;06.05.2020;04.05.2020;04.05.2020;10000.049999999999-32.456185.000.0;3.096% Ford Motor Credit 16-04.05.2023 (32.456185.000.0);31.08.2021;0;23220;0;0;23220;3.096% Ford Motor Credit 16-04.05.2023;0;Current Account USD;USD;23220;32.456185.000.0;  .KK-USD.000.0.10000.05;-23220;USD;USD
04.05.2020;Coupon payment;10000.05-2813;0;3 1/8% Microsoft 15-03.11.2025;30.291160.000.0;Coupon;;-31250;10000.05;06.05.2020;04.05.2020;04.05.2020;10000.049999999999-30.291160.000.0;3 1/8% Microsoft 15-03.11.2025 (30.291160.000.0);31.08.2021;0;31250;0;0;31250;3 1/8% Microsoft 15-03.11.2025;0;Current Account USD;USD;31250;30.291160.000.0;  .KK-USD.000.0.10000.05;-31250;USD;USD
05.05.2020;Coupon payment;10000.05-2814;0;2.60% Unilever Capital 17-05.05.2024;36.622510.000.0;Coupon;;-26000;10000.05;07.05.2020;05.05.2020;05.05.2020;10000.049999999999-36.622510.000.0;2.60% Unilever Capital 17-05.05.2024 (36.622510.000.0);31.08.2021;0;26000;0;0;26000;2.60% Unilever Capital 17-05.05.2024;0;Current Account USD;USD;26000;36.622510.000.0;  .KK-USD.000.0.10000.05;-26000;USD;USD
06.05.2020;Coupon payment;10000.05-2817;0;2.85% Apple 14-06.05.2021;24.354749.000.0;Coupon;;-28500;10000.05;08.05.2020;06.05.2020;06.05.2020;10000.049999999999-24.354749.000.0;2.85% Apple 14-06.05.2021 (24.354749.000.0);31.08.2021;0;28500;0;0;28500;2.85% Apple 14-06.05.2021;0;Current Account USD;USD;28500;24.354749.000.0;  .KK-USD.000.0.10000.05;-28500;USD;USD
11.05.2020;Coupon payment;10000.05-2818;0;FRN Wells Fargo 17-11.02.2022;35.641373.000.0;Coupon;;-13304.4;10000.05;13.05.2020;11.05.2020;11.05.2020;10000.049999999999-35.641373.000.0;FRN Wells Fargo 17-11.02.2022 (35.641373.000.0);31.08.2021;0;13304.4;0;0;13304.4;FRN Wells Fargo 17-11.02.2022;0;Current Account USD;USD;13304.4;35.641373.000.0;  .KK-USD.000.0.10000.05;-13304.4;USD;USD
14.05.2020;Coupon payment;10000.05-2821;0;3.60% AbbVie 15-14.05.2025;28.161962.000.0;Coupon;;-36000;10000.05;18.05.2020;14.05.2020;14.05.2020;10000.049999999999-28.161962.000.0;3.60% AbbVie 15-14.05.2025 (28.161962.000.0);31.08.2021;0;36000;0;0;36000;3.60% AbbVie 15-14.05.2025;0;Current Account USD;USD;36000;28.161962.000.0;  .KK-USD.000.0.10000.05;-36000;USD;USD
14.05.2020;Coupon payment;10000.05-2822;0;2.30% AbbVie 16-14.05.2021; 3.255132.000.0;Coupon;;-23000;10000.05;18.05.2020;14.05.2020;14.05.2020;10000.049999999999- 3.255132.000.0;2.30% AbbVie 16-14.05.2021 ( 3.255132.000.0);31.08.2021;0;23000;0;0;23000;2.30% AbbVie 16-14.05.2021;0;Current Account USD;USD;23000; 3.255132.000.0;  .KK-USD.000.0.10000.05;-23000;USD;USD
15.05.2020;Coupon payment;10000.05-2823;0;3.15% Coca Cola 10-15.11.2020;11.992536.000.0;Coupon;;-31500;10000.05;19.05.2020;15.05.2020;15.05.2020;10000.049999999999-11.992536.000.0;3.15% Coca Cola 10-15.11.2020 (11.992536.000.0);31.08.2021;0;31500;0;0;31500;3.15% Coca Cola 10-15.11.2020;0;Current Account USD;USD;31500;11.992536.000.0;  .KK-USD.000.0.10000.05;-31500;USD;USD
15.05.2020;Coupon payment;10000.05-2824;0;2 1/2% Oracle 15-15.05.2022;28.073105.000.0;Coupon;;-25000;10000.05;19.05.2020;15.05.2020;15.05.2020;10000.049999999999-28.073105.000.0;2 1/2% Oracle 15-15.05.2022 (28.073105.000.0);31.08.2021;0;25000;0;0;25000;2 1/2% Oracle 15-15.05.2022;0;Current Account USD;USD;25000;28.073105.000.0;  .KK-USD.000.0.10000.05;-25000;USD;USD
18.05.2020;Coupon payment;10000.05-2826;0;3.80% Walgreen Boots A 14-18.11.2024;26.032172.000.0;Coupon;;-38000;10000.05;20.05.2020;18.05.2020;18.05.2020;10000.049999999999-26.032172.000.0;3.80% Walgreen Boots A 14-18.11.2024 (26.032172.000.0);31.08.2021;0;38000;0;0;38000;3.80% Walgreen Boots A 14-18.11.2024;0;Current Account USD;USD;38000;26.032172.000.0;  .KK-USD.000.0.10000.05;-38000;USD;USD
18.05.2020;Coupon payment;10000.05-2827;0;2.625% Morgan Stanley 16-17.11.2021;34.647464.000.0;Coupon;;-26250;10000.05;20.05.2020;18.05.2020;18.05.2020;10000.049999999999-34.647464.000.0;2.625% Morgan Stanley 16-17.11.2021 (34.647464.000.0);31.08.2021;0;26250;0;0;26250;2.625% Morgan Stanley 16-17.11.2021;0;Current Account USD;USD;26250;34.647464.000.0;  .KK-USD.000.0.10000.05;-26250;USD;USD
18.05.2020;Coupon payment;10000.05-2828;0;2.95% Caterpillar Fin Serv 18-15.05.2020;41.758522.000.0;Coupon;;-22125;10000.05;20.05.2020;15.05.2020;18.05.2020;10000.049999999999-41.758522.000.0;2.95% Caterpillar Fin Serv 18-15.05.2020 (41.758522.000.0);31.08.2021;0;22125;0;0;22125;2.95% Caterpillar Fin Serv 18-15.05.2020;0;Current Account USD;USD;22125;41.758522.000.0;  .KK-USD.000.0.10000.05;-22125;USD;USD
20.05.2020;Coupon payment;10000.05-2829;0;2 1/4 % Qualcomm 15-20.05.2020;28.266942.000.0;Coupon;;-22500;10000.05;25.05.2020;20.05.2020;20.05.2020;10000.049999999999-28.266942.000.0;2 1/4 % Qualcomm 15-20.05.2020 (28.266942.000.0);31.08.2021;0;22500;0;0;22500;2 1/4 % Qualcomm 15-20.05.2020;0;Current Account USD;USD;22500;28.266942.000.0;  .KK-USD.000.0.10000.05;-22500;USD;USD
20.05.2020;Coupon payment;10000.05-2830;0;2.90 % Qualcomm 17-20.05.2024;36.870380.000.0;Coupon;;-14500;10000.05;25.05.2020;20.05.2020;20.05.2020;10000.049999999999-36.870380.000.0;2.90 % Qualcomm 17-20.05.2024 (36.870380.000.0);31.08.2021;0;14500;0;0;14500;2.90 % Qualcomm 17-20.05.2024;0;Current Account USD;USD;14500;36.870380.000.0;  .KK-USD.000.0.10000.05;-14500;USD;USD
22.05.2020;Coupon payment;10000.05-2833;0;2.40% Volkswagen Group 15-22.05.2020;28.324544.000.0;Coupon;;-27000;10000.05;26.05.2020;22.05.2020;22.05.2020;10000.049999999999-28.324544.000.0;2.40% Volkswagen Group 15-22.05.2020 (28.324544.000.0);31.08.2021;0;27000;0;0;27000;2.40% Volkswagen Group 15-22.05.2020;0;Current Account USD;USD;27000;28.324544.000.0;  .KK-USD.000.0.10000.05;-27000;USD;USD
22.05.2020;Coupon payment;10000.05-2835;0;3 5/8% Amgen 14-22.05.2024;24.504329.000.0;Coupon;;-36250;10000.05;26.05.2020;22.05.2020;22.05.2020;10000.049999999999-24.504329.000.0;3 5/8% Amgen 14-22.05.2024 (24.504329.000.0);31.08.2021;0;36250;0;0;36250;3 5/8% Amgen 14-22.05.2024;0;Current Account USD;USD;36250;24.504329.000.0;  .KK-USD.000.0.10000.05;-36250;USD;USD
27.05.2020;Coupon payment;10000.05-2837;0;FRN Goldman Sachs Group 16-25.02.2021;31.697617.000.0;Coupon;;-25798.5;10000.05;29.05.2020;26.05.2020;27.05.2020;10000.049999999999-31.697617.000.0;FRN Goldman Sachs Group 16-25.02.2021 (31.697617.000.0);31.08.2021;0;25798.5;0;0;25798.5;FRN Goldman Sachs Group 16-25.02.2021;0;Current Account USD;USD;25798.5;31.697617.000.0;  .KK-USD.000.0.10000.05;-25798.5;USD;USD
28.05.2020;Coupon payment;10000.05-2838;0;3 1/8% Alibaba Group Holding 14-28.11.2021;30.291195.000.0;Coupon;;-46875;10000.05;02.06.2020;28.05.2020;28.05.2020;10000.049999999999-30.291195.000.0;3 1/8% Alibaba Group Holding 14-28.11.2021 (30.291195.000.0);31.08.2021;0;46875;0;0;46875;3 1/8% Alibaba Group Holding 14-28.11.2021;0;Current Account USD;USD;46875;30.291195.000.0;  .KK-USD.000.0.10000.05;-46875;USD;USD
01.06.2020;Coupon payment;10000.05-2839;0;2 5/8% Home Depot 15-01.06.2022;28.415537.000.0;Coupon;;-26250;10000.05;03.06.2020;01.06.2020;01.06.2020;10000.049999999999-28.415537.000.0;2 5/8% Home Depot 15-01.06.2022 (28.415537.000.0);31.08.2021;0;26250;0;0;26250;2 5/8% Home Depot 15-01.06.2022;0;Current Account USD;USD;26250;28.415537.000.0;  .KK-USD.000.0.10000.05;-26250;USD;USD
01.06.2020;Coupon payment;10000.05-2840;0;4 1/4% NASDAQ OMX Group 14-01.06.2024;24.504330.000.0;Coupon;;-42500;10000.05;03.06.2020;01.06.2020;01.06.2020;10000.049999999999-24.504330.000.0;4 1/4% NASDAQ OMX Group 14-01.06.2024 (24.504330.000.0);31.08.2021;0;42500;0;0;42500;4 1/4% NASDAQ OMX Group 14-01.06.2024;0;Current Account USD;USD;42500;24.504330.000.0;  .KK-USD.000.0.10000.05;-42500;USD;USD
08.06.2020;Coupon payment;10000.05-2846;0;FRN Goldman Sachs Group 16-25.02.2021;31.697617.000.0;Coupon;;-26156.79;10000.05;10.06.2020;26.05.2020;08.06.2020;10000.049999999999-31.697617.000.0;FRN Goldman Sachs Group 16-25.02.2021 (31.697617.000.0);31.08.2021;0;26156.79;0;0;26156.79;FRN Goldman Sachs Group 16-25.02.2021;0;Current Account USD;USD;26156.79;31.697617.000.0;  .KK-USD.000.0.10000.05;-26156.79;USD;USD
08.06.2020;Coupon payment;10000.05-2847;0;FRN Goldman Sachs Group 16-25.02.2021;31.697617.000.0;Coupon;;25798.5;10000.05;10.06.2020;26.05.2020;08.06.2020;10000.049999999999-31.697617.000.0;FRN Goldman Sachs Group 16-25.02.2021 (31.697617.000.0);31.08.2021;0;-25798.5;0;0;-25798.5;FRN Goldman Sachs Group 16-25.02.2021;0;Current Account USD;USD;-25798.5;31.697617.000.0;  .KK-USD.000.0.10000.05;25798.5;USD;USD
09.06.2020;Coupon payment;10000.05-2852;0;4.65% Hewlett Packard 11-09.12.2021;14.493089.000.0;Coupon;;-23250;10000.05;11.06.2020;09.06.2020;09.06.2020;10000.049999999999-14.493089.000.0;4.65% Hewlett Packard 11-09.12.2021 (14.493089.000.0);31.08.2021;0;23250;0;0;23250;4.65% Hewlett Packard 11-09.12.2021;0;Current Account USD;USD;23250;14.493089.000.0;  .KK-USD.000.0.10000.05;-23250;USD;USD
09.06.2020;Coupon payment;10000.05-2853;0;2 3/4% Mc Donald`s 15-09.12.2020;30.670030.000.0;Coupon;;-27500;10000.05;11.06.2020;09.06.2020;09.06.2020;10000.049999999999-30.670030.000.0;2 3/4% Mc Donald`s 15-09.12.2020 (30.670030.000.0);31.08.2021;0;27500;0;0;27500;2 3/4% Mc Donald`s 15-09.12.2020;0;Current Account USD;USD;27500;30.670030.000.0;  .KK-USD.000.0.10000.05;-27500;USD;USD
10.06.2020;Coupon payment;10000.05-2854;0;3 1/4% McDonald's 14-10.06.2024;24.632857.000.0;Coupon;;-36562.5;10000.05;12.06.2020;10.06.2020;10.06.2020;10000.049999999999-24.632857.000.0;3 1/4% McDonald's 14-10.06.2024 (24.632857.000.0);31.08.2021;0;36562.5;0;0;36562.5;3 1/4% McDonald's 14-10.06.2024;0;Current Account USD;USD;36562.5;24.632857.000.0;  .KK-USD.000.0.10000.05;-36562.5;USD;USD
15.06.2020;Coupon payment;10000.05-2859;0;2.65% Walmart 17-15.12.2024;38.695584.000.0;Coupon;;-26500;10000.05;17.06.2020;15.06.2020;15.06.2020;10000.049999999999-38.695584.000.0;2.65% Walmart 17-15.12.2024 (38.695584.000.0);31.08.2021;0;26500;0;0;26500;2.65% Walmart 17-15.12.2024;0;Current Account USD;USD;26500;38.695584.000.0;  .KK-USD.000.0.10000.05;-26500;USD;USD
15.06.2020;Coupon payment;10000.05-2860;0;2.20% Visa 15-14.12.2020;30.749421.000.0;Coupon;;-22000;10000.05;17.06.2020;15.06.2020;15.06.2020;10000.049999999999-30.749421.000.0;2.20% Visa 15-14.12.2020 (30.749421.000.0);31.08.2021;0;22000;0;0;22000;2.20% Visa 15-14.12.2020;0;Current Account USD;USD;22000;30.749421.000.0;  .KK-USD.000.0.10000.05;-22000;USD;USD
22.06.2020;Coupon payment;10000.05-2861;0;2 % Pemex 12-20.12.2022;18.924917.000.0;Coupon;;-12000;10000.05;24.06.2020;22.06.2020;22.06.2020;10000.049999999999-18.924917.000.0;2 % Pemex 12-20.12.2022 (18.924917.000.0);31.08.2021;0;12000;0;0;12000;2 % Pemex 12-20.12.2022;0;Current Account USD;USD;12000;18.924917.000.0;  .KK-USD.000.0.10000.05;-12000;USD;USD
29.06.2020;Coupon payment;10000.05-2865;0;2.40% American Honda Fin 19-27.06.2024;48.639236.000.0;Coupon;;-24000;10000.05;01.07.2020;29.06.2020;29.06.2020;10000.049999999999-48.639236.000.0;2.40% American Honda Fin 19-27.06.2024 (48.639236.000.0);31.08.2021;0;24000;0;0;24000;2.40% American Honda Fin 19-27.06.2024;0;Current Account USD;USD;24000;48.639236.000.0;  .KK-USD.000.0.10000.05;-24000;USD;USD
30.06.2020;Coupon payment;10000.05-2866;0;3 % Baidu 15-30.06.2020;28.697750.000.0;Coupon;;-22500;10000.05;02.07.2020;30.06.2020;30.06.2020;10000.049999999999-28.697750.000.0;3 % Baidu 15-30.06.2020 (28.697750.000.0);31.08.2021;0;22500;0;0;22500;3 % Baidu 15-30.06.2020;0;Current Account USD;USD;22500;28.697750.000.0;  .KK-USD.000.0.10000.05;-22500;USD;USD
30.06.2020;Coupon payment;10000.05-2867;0;2 1/2% Bank of Montreal 19-28.06.2024;48.661697.000.0;Coupon;;-25000;10000.05;02.07.2020;29.06.2020;30.06.2020;10000.049999999999-48.661697.000.0;2 1/2% Bank of Montreal 19-28.06.2024 (48.661697.000.0);31.08.2021;0;25000;0;0;25000;2 1/2% Bank of Montreal 19-28.06.2024;0;Current Account USD;USD;25000;48.661697.000.0;  .KK-USD.000.0.10000.05;-25000;USD;USD
02.07.2020;Coupon payment;10000.05-2874;0;FRN Credit Agricole 16-01.07.2021;32.357632.000.0;Coupon;;-19818.13;10000.05;06.07.2020;01.07.2020;02.07.2020;10000.049999999999-32.357632.000.0;FRN Credit Agricole 16-01.07.2021 (32.357632.000.0);31.08.2021;0;19818.13;0;0;19818.13;FRN Credit Agricole 16-01.07.2021;0;Current Account USD;USD;19818.13;32.357632.000.0;  .KK-USD.000.0.10000.05;-19818.13;USD;USD
03.07.2020;Coupon payment;10000.05-2876;0;3 7/8% Air Lease 18-03.07.2023;42.213453.000.0;Coupon;;-19375;10000.05;08.07.2020;03.07.2020;03.07.2020;10000.049999999999-42.213453.000.0;3 7/8% Air Lease 18-03.07.2023 (42.213453.000.0);31.08.2021;0;19375;0;0;19375;3 7/8% Air Lease 18-03.07.2023;0;Current Account USD;USD;19375;42.213453.000.0;  .KK-USD.000.0.10000.05;-19375;USD;USD
06.07.2020;Coupon payment;10000.05-2875;0;2.70% John Deere 18-06.01.2023;39.752905.000.0;Coupon;;-27000;10000.05;08.07.2020;06.07.2020;06.07.2020;10000.049999999999-39.752905.000.0;2.70% John Deere 18-06.01.2023 (39.752905.000.0);31.08.2021;0;27000;0;0;27000;2.70% John Deere 18-06.01.2023;0;Current Account USD;USD;27000;39.752905.000.0;  .KK-USD.000.0.10000.05;-27000;USD;USD
08.07.2020;Coupon payment;10000.05-2879;0;3.35% Toyota Motor Credit 19-08.01.2024;45.722899.000.0;Coupon;;-16750;10000.05;10.07.2020;08.07.2020;08.07.2020;10000.049999999999-45.722899.000.0;3.35% Toyota Motor Credit 19-08.01.2024 (45.722899.000.0);31.08.2021;0;16750;0;0;16750;3.35% Toyota Motor Credit 19-08.01.2024;0;Current Account USD;USD;16750;45.722899.000.0;  .KK-USD.000.0.10000.05;-16750;USD;USD
08.07.2020;Coupon payment;10000.05-2880;0;2.80% Oracle 14-08.07.2021;24.825762.000.0;Coupon;;-14000;10000.05;10.07.2020;08.07.2020;08.07.2020;10000.049999999999-24.825762.000.0;2.80% Oracle 14-08.07.2021 (24.825762.000.0);31.08.2021;0;14000;0;0;14000;2.80% Oracle 14-08.07.2021;0;Current Account USD;USD;14000;24.825762.000.0;  .KK-USD.000.0.10000.05;-14000;USD;USD
09.07.2020;Coupon payment;10000.05-2881;0;3.219% Ford Motor Credit 15-09.01.2022;26.605261.000.0;Coupon;;-24142.5;10000.05;13.07.2020;09.07.2020;09.07.2020;10000.049999999999-26.605261.000.0;3.219% Ford Motor Credit 15-09.01.2022 (26.605261.000.0);31.08.2021;0;24142.5;0;0;24142.5;3.219% Ford Motor Credit 15-09.01.2022;0;Current Account USD;USD;24142.5;26.605261.000.0;  .KK-USD.000.0.10000.05;-24142.5;USD;USD
13.07.2020;Coupon payment;10000.05-2882;0;2.70% Toyota Motor Credit 18-11.01.2023;39.820103.000.0;Coupon;;-40500;10000.05;15.07.2020;13.07.2020;13.07.2020;10000.049999999999-39.820103.000.0;2.70% Toyota Motor Credit 18-11.01.2023 (39.820103.000.0);31.08.2021;0;40500;0;0;40500;2.70% Toyota Motor Credit 18-11.01.2023;0;Current Account USD;USD;40500;39.820103.000.0;  .KK-USD.000.0.10000.05;-40500;USD;USD
13.07.2020;Coupon payment;10000.05-2883;0;3.20% General Motors 15-13.07.2020;28.880924.000.0;Coupon;;-24000;10000.05;15.07.2020;13.07.2020;13.07.2020;10000.049999999999-28.880924.000.0;3.20% General Motors 15-13.07.2020 (28.880924.000.0);31.08.2021;0;24000;0;0;24000;3.20% General Motors 15-13.07.2020;0;Current Account USD;USD;24000;28.880924.000.0;  .KK-USD.000.0.10000.05;-24000;USD;USD
13.07.2020;Coupon payment;10000.05-2884;0;2.218% Total Capital 19-12.07.2021;48.915577.000.0;Coupon;;-22180;10000.05;15.07.2020;13.07.2020;13.07.2020;10000.049999999999-48.915577.000.0;2.218% Total Capital 19-12.07.2021 (48.915577.000.0);31.08.2021;0;22180;0;0;22180;2.218% Total Capital 19-12.07.2021;0;Current Account USD;USD;22180;48.915577.000.0;  .KK-USD.000.0.10000.05;-22180;USD;USD
13.07.2020;Coupon payment;10000.05-2885;0;3.60% Metropolitan Life 19-11.01.2024;45.812661.000.0;Coupon;;-18000;10000.05;15.07.2020;13.07.2020;13.07.2020;10000.049999999999-45.812661.000.0;3.60% Metropolitan Life 19-11.01.2024 (45.812661.000.0);31.08.2021;0;18000;0;0;18000;3.60% Metropolitan Life 19-11.01.2024;0;Current Account USD;USD;18000;45.812661.000.0;  .KK-USD.000.0.10000.05;-18000;USD;USD
